store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S001,Loblaws - Midtown,Ontario,SKU0146,472434239416,Meat,Prepared Meat,41.33,49.66,14.00,16.00,10.00,0.00,19.00,1.00,41.33,Spoilage,Past sell-by,9/22/2025,4,10.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0355,436369872286,Seafood,Smoked Seafood,10.04,13.52,95.00,12.00,34.00,0.00,71.00,2.00,20.08,Process Error,Mislabeling,9/29/2025,5,5.88%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0032,432592102130,General Merchandise,Batteries,0.86,1.82,68.00,25.00,24.00,2.00,71.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0060,498282193584,Produce,Bananas,45.24,86.38,38.00,11.00,8.00,0.00,37.00,4.00,180.96,Spoilage,Past sell-by,9/8/2025,2,50.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0175,467624999479,Produce,Citrus,41.73,99.06,15.00,23.00,9.00,0.00,27.00,2.00,83.46,Spoilage,Expired,11/10/2025,11,22.22%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0190,405496442074,Health & Beauty,Razors,34.67,51.4,5.00,27.00,0.00,1.00,33.00,0.00,0,None,None,11/3/2025,10,Zero Sales,0,0,0
S003,Real Canadian - North,Ontario,SKU0221,490408041475,Seafood,Smoked Seafood,4.54,8.06,29.00,22.00,6.00,0.00,43.00,2.00,9.08,Spoilage,Damaged,9/29/2025,5,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0318,425350231983,Frozen,Frozen Meals,40.77,98.41,67.00,17.00,37.00,0.00,46.00,1.00,40.77,Theft,Organized retail crime,9/8/2025,2,2.70%,0,0,0
S002,Fortinos - West,Ontario,SKU0202,487866623558,General Merchandise,Seasonal,48.22,61.68,23.00,21.00,9.00,0.00,35.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0267,497748478439,Health & Beauty,Cosmetics,23.72,47.44,28.00,21.00,4.00,0.00,45.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0348,490626150291,Grocery,Beverages,38.65,46.64,51.00,18.00,20.00,0.00,48.00,1.00,38.65,Theft,Organized retail crime,9/29/2025,5,5.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0353,438694507843,Dairy,Milk,28.61,38.32,88.00,21.00,15.00,0.00,93.00,1.00,28.61,Spoilage,Damaged,10/6/2025,6,6.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0100,459407662450,Frozen,Ice Cream,12.99,16.97,21.00,24.00,11.00,0.00,34.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0117,431328503269,Produce,Bananas,20.52,31.11,57.00,15.00,27.00,0.00,40.00,5.00,102.6,Spoilage,Temperature breach,11/17/2025,12,18.52%,0,0,0
S003,Real Canadian - North,Ontario,SKU0027,412094727776,Meat,Prepared Meat,48.91,92.56,38.00,21.00,11.00,0.00,47.00,1.00,48.91,Spoilage,Past sell-by,11/3/2025,10,9.09%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0287,406215374572,Health & Beauty,Baby Formula,36.48,87.01,62.00,16.00,20.00,0.00,58.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0059,463313104671,Dairy,Cheese,27.81,48.83,56.00,17.00,14.00,0.00,58.00,1.00,27.81,Spoilage,Past sell-by,11/17/2025,12,7.14%,0,0,0
S003,Real Canadian - North,Ontario,SKU0320,402136189070,Health & Beauty,Baby Formula,4.96,8.49,64.00,16.00,18.00,0.00,62.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0324,475463785039,Frozen,Frozen Meals,10.14,19.46,45.00,12.00,5.00,0.00,52.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0195,428150108098,Bakery,Bread,29.53,66.65,5.00,18.00,0.00,0.00,20.00,3.00,88.59,Spoilage,Damaged,9/1/2025,1,Zero Sales,1,1,0
S002,Fortinos - West,Ontario,SKU0090,410479173015,Bakery,Cakes,35.82,53.9,31.00,34.00,18.00,0.00,41.00,6.00,214.92,Spoilage,Temperature breach,10/13/2025,7,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0377,499331199360,Frozen,Frozen Vegetables,48.95,111.86,52.00,25.00,24.00,0.00,53.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0347,486868598265,Produce,Citrus,12.03,16,91.00,25.00,38.00,0.00,68.00,10.00,120.3,Spoilage,Damaged,11/10/2025,11,26.32%,0,0,0
S002,Fortinos - West,Ontario,SKU0318,425350231983,Frozen,Frozen Meals,40.77,98.41,54.00,13.00,15.00,0.00,52.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0155,420896135157,Dairy,Butter,22.6,41.35,37.00,24.00,13.00,0.00,47.00,1.00,22.6,Process Error,Scan error,11/3/2025,10,7.69%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0340,435418530000,Dairy,Butter,28.13,41.98,17.00,18.00,0.00,0.00,35.00,0.00,0,None,None,11/17/2025,12,Zero Sales,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0057,407928955072,Health & Beauty,Baby Formula,5.07,8.88,56.00,25.00,15.00,0.00,65.00,1.00,5.07,Theft,Customer theft,10/6/2025,6,6.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0079,462026998628,Grocery,Beverages,33.94,63.28,50.00,19.00,22.00,0.00,47.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0376,450939543000,Seafood,Smoked Seafood,6.37,15.87,23.00,21.00,2.00,0.00,39.00,3.00,19.11,Vendor Shortage,Vendor mis-ship,10/6/2025,6,150.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0072,415081447213,Grocery,Beverages,19.57,38.15,37.00,18.00,16.00,0.00,39.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0193,428616373834,Health & Beauty,Toiletries,32.26,63.76,14.00,19.00,2.00,2.00,33.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0093,406080704047,Grocery,Beverages,10.74,18.75,94.00,16.00,25.00,-1.00,83.00,1.00,10.74,Process Error,Mislabeling,9/29/2025,5,4.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0007,463263716304,Dairy,Milk,27.04,66.65,63.00,26.00,18.00,0.00,70.00,1.00,27.04,Vendor Shortage,Vendor mis-ship,11/10/2025,11,5.56%,0,0,0
S002,Fortinos - West,Ontario,SKU0262,409814270928,Meat,Beef,38.27,59.5,11.00,26.00,0.00,-1.00,35.00,1.00,38.27,Spoilage,Expired,10/20/2025,8,Zero Sales,1,1,0
S003,Real Canadian - North,Ontario,SKU0223,457317080966,General Merchandise,Kitchenware,5.99,12.47,83.00,15.00,33.00,0.00,65.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0130,440556177902,General Merchandise,Cleaning,43.08,107.14,5.00,22.00,1.00,0.00,26.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0084,418227774388,Health & Beauty,Razors,32.97,39.8,43.00,14.00,18.00,0.00,39.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0285,444211390140,Seafood,Smoked Seafood,5.58,9.07,77.00,31.00,8.00,0.00,98.00,2.00,11.16,Spoilage,Damaged,10/27/2025,9,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0309,481353582536,Seafood,Smoked Seafood,8.13,16.72,51.00,9.00,28.00,0.00,31.00,1.00,8.13,Process Error,Scan error,10/27/2025,9,3.57%,0,0,0
S002,Fortinos - West,Ontario,SKU0322,474241723999,Health & Beauty,Razors,0.9,1.21,26.00,19.00,5.00,0.00,40.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0156,433060504030,Grocery,Beverages,28.8,43.3,50.00,20.00,22.00,0.00,47.00,1.00,28.8,Theft,Employee theft,10/6/2025,6,4.55%,0,0,0
S003,Real Canadian - North,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,73.00,14.00,30.00,0.00,56.00,1.00,9.04,Theft,Organized retail crime,9/22/2025,4,3.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0338,494481218287,General Merchandise,Seasonal,24.18,40.86,40.00,19.00,6.00,0.00,52.00,1.00,24.18,Spoilage,Damaged,11/3/2025,10,16.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0222,462736913741,Frozen,Ice Cream,21,31.09,54.00,17.00,25.00,0.00,46.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,51.00,8.00,8.00,0.00,51.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0331,480353425614,General Merchandise,Cleaning,15.34,34.68,60.00,22.00,28.00,0.00,54.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0081,433290884804,Grocery,Canned,33.8,50.43,25.00,24.00,7.00,0.00,42.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0308,441339156256,Dairy,Cheese,30.91,40.85,59.00,24.00,30.00,0.00,52.00,1.00,30.91,Spoilage,Past sell-by,11/17/2025,12,3.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0082,404399873551,Bakery,Pastries,12.62,22.94,78.00,12.00,36.00,-1.00,45.00,8.00,100.96,Spoilage,Expired,10/27/2025,9,22.22%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0083,480014233052,Meat,Prepared Meat,10.12,21.31,84.00,18.00,25.00,0.00,74.00,3.00,30.36,Process Error,Scan error,9/22/2025,4,12.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0308,441339156256,Dairy,Cheese,30.91,40.85,95.00,15.00,20.00,0.00,88.00,2.00,61.82,Spoilage,Damaged,11/17/2025,12,10.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0292,461727327452,Health & Beauty,Baby Formula,38.27,74.48,73.00,28.00,19.00,0.00,82.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0375,490538984310,Frozen,Ice Cream,48.23,112.71,83.00,19.00,43.00,0.00,59.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0087,471586701249,Seafood,Shellfish,49.4,97.52,5.00,18.00,1.00,0.00,21.00,1.00,49.4,Vendor Shortage,Short delivery,10/20/2025,8,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0131,416063561269,Dairy,Milk,47.41,69.7,18.00,22.00,4.00,1.00,37.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0208,456815947284,Bakery,Deli Bread,17.28,30.92,104.00,25.00,17.00,-1.00,100.00,11.00,190.08,Process Error,Counting error,10/13/2025,7,64.71%,0,0,0
S003,Real Canadian - North,Ontario,SKU0082,404399873551,Bakery,Pastries,12.62,22.94,59.00,17.00,28.00,0.00,42.00,6.00,75.72,Spoilage,Expired,11/10/2025,11,21.43%,0,0,0
S002,Fortinos - West,Ontario,SKU0166,448504645275,Grocery,Canned,19.05,26.47,9.00,17.00,2.00,0.00,24.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,129.00,23.00,49.00,0.00,103.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0036,457356271327,Meat,Prepared Meat,20.85,48.43,38.00,27.00,12.00,0.00,51.00,2.00,41.7,Spoilage,Past sell-by,9/8/2025,2,16.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0322,474241723999,Health & Beauty,Razors,0.9,1.21,5.00,24.00,2.00,0.00,27.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0081,433290884804,Grocery,Canned,33.8,50.43,19.00,19.00,4.00,0.00,34.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0066,497871028287,Dairy,Cheese,5.85,13.65,70.00,16.00,6.00,0.00,78.00,2.00,11.7,Spoilage,Temperature breach,10/13/2025,7,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0227,451849169443,General Merchandise,Seasonal,43.16,54.17,20.00,21.00,5.00,0.00,36.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0101,451333104219,Produce,Citrus,11.6,14.95,44.00,21.00,16.00,0.00,45.00,4.00,46.4,Spoilage,Expired,9/1/2025,1,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0108,458122698264,Produce,Leafy Greens,33.25,42.88,13.00,16.00,1.00,0.00,27.00,1.00,33.25,Spoilage,Temperature breach,10/20/2025,8,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0194,446328930011,Produce,Bananas,12.56,17.13,32.00,18.00,11.00,0.00,34.00,5.00,62.8,Process Error,Counting error,11/17/2025,12,45.45%,0,0,0
S002,Fortinos - West,Ontario,SKU0005,444764787985,Seafood,Smoked Seafood,14.25,21.09,15.00,20.00,5.00,0.00,29.00,1.00,14.25,Spoilage,Expired,11/17/2025,12,20.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0089,437098473391,Health & Beauty,Razors,38.41,72.12,36.00,21.00,7.00,0.00,50.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0273,411459895758,Seafood,Smoked Seafood,26.41,44.07,35.00,30.00,12.00,0.00,51.00,2.00,52.82,Spoilage,Damaged,10/13/2025,7,16.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0226,452094455932,Frozen,Frozen Meals,26.86,40.27,52.00,23.00,26.00,0.00,49.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0253,469153873002,Meat,Chicken,38.66,88.36,52.00,22.00,11.00,0.00,61.00,2.00,77.32,Spoilage,Damaged,9/15/2025,3,18.18%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0237,460777899235,Grocery,Cereal,3.88,6.89,50.00,24.00,4.00,0.00,70.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0299,432249860359,Seafood,Shellfish,6.51,9.51,46.00,19.00,28.00,0.00,36.00,1.00,6.51,Theft,Customer theft,11/17/2025,12,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0141,406769929259,Produce,Leafy Greens,38.27,54.64,49.00,26.00,5.00,0.00,64.00,6.00,229.62,Process Error,Counting error,11/3/2025,10,120.00%,0,1,0
S002,Fortinos - West,Ontario,SKU0333,436398087815,Produce,Citrus,48.37,107.27,50.00,22.00,7.00,0.00,60.00,5.00,241.85,Process Error,Counting error,9/22/2025,4,71.43%,0,0,0
S003,Real Canadian - North,Ontario,SKU0205,488580769145,Seafood,Shellfish,29.48,62.67,40.00,22.00,26.00,0.00,34.00,2.00,58.96,Spoilage,Temperature breach,9/8/2025,2,7.69%,0,0,0
S003,Real Canadian - North,Ontario,SKU0177,488594257977,Seafood,Smoked Seafood,2.45,5.45,44.00,16.00,10.00,0.00,48.00,2.00,4.9,Spoilage,Expired,10/6/2025,6,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0016,418317520862,Health & Beauty,Cosmetics,12.71,24.53,31.00,18.00,11.00,0.00,38.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0314,427764567672,Frozen,Ice Cream,17.34,24.05,67.00,17.00,33.00,0.00,51.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0337,407419135523,Bakery,Deli Bread,35.44,66.42,26.00,16.00,4.00,0.00,35.00,3.00,106.32,Theft,Customer theft,9/15/2025,3,75.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0181,460624192275,Health & Beauty,Baby Formula,48.16,66.6,55.00,22.00,8.00,0.00,69.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0009,411616047600,Grocery,Snacks,2.77,4.14,94.00,17.00,65.00,0.00,46.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0002,458370720873,Meat,Beef,2.07,2.74,5.00,21.00,2.00,0.00,22.00,2.00,4.14,Vendor Shortage,Invoice mismatch,11/3/2025,10,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0279,442663503508,Produce,Leafy Greens,26.01,64.66,33.00,18.00,13.00,0.00,34.00,4.00,104.04,Spoilage,Past sell-by,9/29/2025,5,30.77%,0,0,0
S003,Real Canadian - North,Ontario,SKU0252,427858321486,Bakery,Cakes,11.71,16.15,66.00,23.00,24.00,0.00,58.00,7.00,81.97,Process Error,Receiving error,11/10/2025,11,29.17%,0,0,0
S002,Fortinos - West,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,7.00,13.00,0.00,0.00,20.00,0.00,0,None,None,10/13/2025,7,Zero Sales,0,0,0
S002,Fortinos - West,Ontario,SKU0074,457398894166,General Merchandise,Batteries,3.96,8.17,25.00,25.00,6.00,0.00,44.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0364,460787469138,Seafood,Shellfish,37.51,74.55,48.00,24.00,12.00,0.00,57.00,3.00,112.53,Process Error,Receiving error,11/17/2025,12,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0065,493639886882,Grocery,Beverages,43.27,97.53,57.00,18.00,38.00,0.00,37.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0195,428150108098,Bakery,Bread,29.53,66.65,53.00,25.00,11.00,0.00,57.00,10.00,295.3,Spoilage,Temperature breach,9/22/2025,4,90.91%,0,0,0
S002,Fortinos - West,Ontario,SKU0117,431328503269,Produce,Bananas,20.52,31.11,77.00,20.00,11.00,0.00,79.00,7.00,143.64,Spoilage,Temperature breach,9/29/2025,5,63.64%,0,0,0
S002,Fortinos - West,Ontario,SKU0240,479296742767,Meat,Prepared Meat,27.94,62.29,6.00,21.00,4.00,0.00,22.00,1.00,27.94,Vendor Shortage,Short delivery,10/13/2025,7,25.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0360,440070435559,Frozen,Frozen Meals,29.33,57.04,56.00,26.00,15.00,0.00,66.00,1.00,29.33,Vendor Shortage,Vendor mis-ship,9/1/2025,1,6.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0255,422171682944,Frozen,Frozen Meals,41.65,91.73,57.00,11.00,8.00,0.00,59.00,1.00,41.65,Process Error,Scan error,9/22/2025,4,12.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0223,457317080966,General Merchandise,Kitchenware,5.99,12.47,40.00,14.00,16.00,0.00,38.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0189,420300588783,General Merchandise,Cleaning,44.33,90.94,57.00,10.00,8.00,0.00,59.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0125,403748302739,Health & Beauty,Toiletries,28.92,52.35,84.00,20.00,21.00,0.00,83.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0185,481711858670,Bakery,Deli Bread,44.27,85.43,22.00,17.00,3.00,0.00,33.00,3.00,132.81,Spoilage,Temperature breach,10/20/2025,8,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0268,426868988675,Meat,Beef,41.83,80.04,25.00,24.00,6.00,0.00,41.00,2.00,83.66,Vendor Shortage,Invoice mismatch,11/17/2025,12,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0391,487317814660,Dairy,Cheese,4.41,7.87,74.00,22.00,38.00,1.00,58.00,1.00,4.41,Process Error,Counting error,11/17/2025,12,2.63%,0,0,0
S003,Real Canadian - North,Ontario,SKU0300,467819135883,Seafood,Fresh Fish,1.8,3.46,89.00,13.00,35.00,0.00,62.00,5.00,9,Process Error,Receiving error,9/15/2025,3,14.29%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0300,467819135883,Seafood,Fresh Fish,1.8,3.46,45.00,14.00,14.00,0.00,44.00,1.00,1.8,Process Error,Counting error,9/29/2025,5,7.14%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0177,488594257977,Seafood,Smoked Seafood,2.45,5.45,59.00,14.00,14.00,0.00,56.00,3.00,7.35,Process Error,Receiving error,11/17/2025,12,21.43%,0,0,0
S002,Fortinos - West,Ontario,SKU0002,458370720873,Meat,Beef,2.07,2.74,120.00,20.00,28.00,0.00,108.00,4.00,8.28,Process Error,Counting error,9/8/2025,2,14.29%,0,0,0
S003,Real Canadian - North,Ontario,SKU0064,424957074522,Bakery,Pastries,44.13,54.38,9.00,15.00,1.00,-1.00,20.00,2.00,88.26,Theft,Shoplifting,11/10/2025,11,200.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0218,499393594788,Frozen,Frozen Meals,31.84,39.48,59.00,21.00,20.00,0.00,60.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0264,403996346509,Health & Beauty,Baby Formula,21.04,36.09,36.00,26.00,13.00,2.00,51.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0204,412452255945,Health & Beauty,Toiletries,16.44,22.9,31.00,23.00,21.00,0.00,33.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0105,442798149836,Meat,Pork,5.85,7.22,5.00,23.00,1.00,0.00,27.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0200,411792542585,General Merchandise,Kitchenware,24.07,53.23,71.00,17.00,11.00,0.00,77.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0382,407475567018,Produce,Apples,20.41,30.71,24.00,15.00,10.00,0.00,26.00,3.00,61.23,Process Error,Scan error,9/29/2025,5,30.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0376,450939543000,Seafood,Smoked Seafood,6.37,15.87,41.00,26.00,8.00,0.00,55.00,4.00,25.48,Theft,Organized retail crime,11/17/2025,12,50.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,29.00,22.00,17.00,0.00,34.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0219,457450317515,General Merchandise,Batteries,22.96,32.25,51.00,22.00,19.00,0.00,54.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0331,480353425614,General Merchandise,Cleaning,15.34,34.68,66.00,24.00,17.00,0.00,73.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0341,428797330249,Dairy,Yogurt,34.67,63.64,73.00,18.00,32.00,0.00,58.00,1.00,34.67,Spoilage,Damaged,11/3/2025,10,3.13%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0186,441665809182,Bakery,Bread,32.64,44.12,20.00,23.00,4.00,0.00,34.00,5.00,163.2,Process Error,Counting error,11/3/2025,10,125.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0142,438294241024,General Merchandise,Cleaning,9.48,18.59,82.00,23.00,35.00,0.00,70.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,66.00,17.00,18.00,0.00,65.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0114,444059288123,Health & Beauty,Cosmetics,14.34,28.32,63.00,21.00,31.00,0.00,53.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0196,420505756910,Bakery,Cakes,39.54,78.08,33.00,25.00,13.00,0.00,41.00,4.00,158.16,Spoilage,Temperature breach,9/8/2025,2,30.77%,0,0,0
S002,Fortinos - West,Ontario,SKU0201,470660825243,General Merchandise,Kitchenware,11.47,22.94,77.00,25.00,35.00,0.00,67.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0352,423602494123,Seafood,Fresh Fish,46.86,114.84,65.00,18.00,33.00,0.00,48.00,2.00,93.72,Process Error,Mislabeling,9/29/2025,5,6.06%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0308,441339156256,Dairy,Cheese,30.91,40.85,88.00,15.00,26.00,0.00,76.00,1.00,30.91,Spoilage,Expired,10/20/2025,8,3.85%,0,0,0
S002,Fortinos - West,Ontario,SKU0271,471433702538,Health & Beauty,Toiletries,28.96,61.8,30.00,24.00,22.00,0.00,32.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0347,486868598265,Produce,Citrus,12.03,16,63.00,19.00,22.00,0.00,55.00,5.00,60.15,Spoilage,Expired,11/3/2025,10,22.73%,0,0,0
S003,Real Canadian - North,Ontario,SKU0035,467794424223,Health & Beauty,Cosmetics,40.47,58.58,73.00,26.00,15.00,0.00,84.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0037,451799937007,Produce,Bananas,36.55,81.9,14.00,26.00,5.00,1.00,33.00,3.00,109.65,Spoilage,Expired,9/22/2025,4,60.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0080,439018899720,Seafood,Smoked Seafood,26.01,52.61,40.00,27.00,11.00,0.00,53.00,3.00,78.03,Spoilage,Past sell-by,9/15/2025,3,27.27%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,84.00,18.00,36.00,-1.00,65.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0289,404092199300,General Merchandise,Batteries,7.57,15.06,83.00,19.00,45.00,0.00,57.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0184,489431601323,Dairy,Butter,47.04,63.07,80.00,22.00,29.00,-2.00,69.00,2.00,94.08,Spoilage,Expired,9/29/2025,5,6.90%,0,0,0
